Âge,Sexe,Revenu_Mensuel,Diplôme,Lieu_de_Vie,Sport,Lecture,Culture,Type_Alimentation,Score_Écologie,Orientation_Politique,Religion,Usage_Réseaux_Sociaux,Achats_en_Ligne,Fréquence_Voyages
69,Homme,2354,Bac+2,Grande ville,Jamais,Occasionnel,1x/mois ou +,Végétarien,9,Gauche,Agnostique,<1h/j,Jamais,4x+/an
69,Homme,2516,Aucun,Banlieue,Jamais,Occasionnel,1x/mois ou +,Équilibré,7,Apolitique,Athée,3h+/j,1x/sem,1x/an
27,Homme,1965,Doctorat,Banlieue,1-2x/sem,Jamais,2-4x/an,Bio,10,Apolitique,Pratiquant,1-3h/j,1x/mois,1x/an
67,Homme,2178,Bac+5,Grande ville,1-2x/sem,Régulier,2-4x/an,Végétarien,1,Apolitique,Pratiquant,<1h/j,1x/sem,2-3x/an
26,Femme,1783,Bac+2,Ville moyenne,Rarement,Jamais,1x/an,Équilibré,10,Gauche,Croyant non pratiquant,3h+/j,1x/mois,2-3x/an
18,Femme,2483,Bac+2,Banlieue,3x+/sem,Régulier,2-4x/an,Bio,1,Droite,Pratiquant,1-3h/j,2x+/sem,1x/an
51,Homme,923,Bac,Ville moyenne,1-2x/sem,Régulier,1x/mois ou +,Industriel,4,Apolitique,Pratiquant,<1h/j,1x/mois,1x/an
48,Femme,2580,Bac,Grande ville,Jamais,Jamais,1x/an,Industriel,1,Gauche,Pratiquant,<1h/j,1x/mois,2-3x/an
38,Femme,2798,Bac+2,Grande ville,3x+/sem,Jamais,2-4x/an,Équilibré,3,Centre,Croyant non pratiquant,3h+/j,1x/mois,1x/an
41,Femme,2593,Aucun,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Bio,9,Gauche,Agnostique,Jamais,1x/sem,2-3x/an
36,Femme,1916,Bac+5,Grande ville,1-2x/sem,Occasionnel,1x/mois ou +,Équilibré,7,Gauche,Pratiquant,<1h/j,2x+/sem,2-3x/an
65,Femme,2404,Doctorat,Banlieue,Rarement,Occasionnel,Jamais,Équilibré,10,Gauche,Athée,1-3h/j,1x/sem,4x+/an
38,Femme,1378,Bac+5,Ville moyenne,3x+/sem,Occasionnel,2-4x/an,Équilibré,1,Gauche,Pratiquant,1-3h/j,2x+/sem,Jamais
42,Homme,2669,Bac+2,Campagne,1-2x/sem,Jamais,2-4x/an,Industriel,3,Centre,Athée,1-3h/j,2x+/sem,Jamais
37,Femme,1120,Bac+5,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Industriel,2,Gauche,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
43,Femme,2474,Bac+5,Campagne,Rarement,Occasionnel,2-4x/an,Végétarien,1,Droite,Agnostique,1-3h/j,1x/sem,1x/an
24,Homme,2426,Bac+2,Banlieue,3x+/sem,Jamais,1x/mois ou +,Bio,9,Centre,Agnostique,<1h/j,1x/mois,4x+/an
20,Homme,2325,Bac,Ville moyenne,3x+/sem,Jamais,2-4x/an,Industriel,3,Gauche,Agnostique,3h+/j,1x/mois,2-3x/an
57,Homme,1642,Aucun,Grande ville,1-2x/sem,Occasionnel,1x/an,Équilibré,9,Centre,Croyant non pratiquant,Jamais,2x+/sem,1x/an
65,Homme,2608,Bac+2,Grande ville,Jamais,Jamais,1x/an,Bio,3,Gauche,Pratiquant,1-3h/j,1x/sem,4x+/an
25,Femme,530,Bac,Ville moyenne,3x+/sem,Régulier,Jamais,Équilibré,5,Gauche,Athée,3h+/j,1x/mois,4x+/an
47,Homme,2621,Bac,Grande ville,Rarement,Régulier,2-4x/an,Bio,1,Apolitique,Agnostique,1-3h/j,1x/mois,1x/an
28,Homme,2153,Bac+2,Ville moyenne,3x+/sem,Régulier,1x/an,Végétarien,3,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
25,Femme,2840,Bac+2,Banlieue,Rarement,Régulier,1x/mois ou +,Industriel,2,Droite,Agnostique,1-3h/j,1x/sem,1x/an
54,Homme,2160,Bac+2,Ville moyenne,Jamais,Régulier,2-4x/an,Industriel,8,Apolitique,Athée,1-3h/j,1x/sem,1x/an
34,Femme,3470,Bac,Grande ville,3x+/sem,Régulier,1x/mois ou +,Végétarien,2,Droite,Croyant non pratiquant,<1h/j,1x/mois,Jamais
25,Homme,1246,Bac+2,Banlieue,1-2x/sem,Régulier,2-4x/an,Industriel,5,Droite,Agnostique,3h+/j,Jamais,2-3x/an
64,Femme,2487,Bac+2,Banlieue,Rarement,Régulier,1x/mois ou +,Industriel,9,Gauche,Athée,1-3h/j,1x/sem,2-3x/an
61,Homme,1291,Bac,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Équilibré,8,Gauche,Athée,3h+/j,1x/sem,2-3x/an
47,Femme,1898,Bac+2,Ville moyenne,3x+/sem,Occasionnel,1x/an,Végétarien,8,Gauche,Pratiquant,<1h/j,1x/sem,Jamais
60,Homme,2593,Bac+2,Ville moyenne,Jamais,Jamais,2-4x/an,Industriel,10,Gauche,Pratiquant,1-3h/j,1x/mois,1x/an
60,Femme,2500,Doctorat,Grande ville,1-2x/sem,Jamais,1x/mois ou +,Industriel,9,Gauche,Agnostique,1-3h/j,1x/mois,2-3x/an
33,Homme,3663,Bac+5,Campagne,Rarement,Occasionnel,2-4x/an,Industriel,10,Centre,Athée,Jamais,1x/sem,2-3x/an
21,Femme,1718,Bac,Ville moyenne,3x+/sem,Occasionnel,2-4x/an,Industriel,10,Centre,Athée,3h+/j,2x+/sem,1x/an
38,Homme,3028,Bac+5,Grande ville,1-2x/sem,Jamais,Jamais,Équilibré,7,Gauche,Athée,1-3h/j,1x/sem,1x/an
67,Femme,1796,Bac+2,Ville moyenne,Rarement,Régulier,2-4x/an,Bio,10,Centre,Pratiquant,<1h/j,1x/mois,Jamais
51,Homme,1439,Bac+5,Grande ville,1-2x/sem,Régulier,2-4x/an,Bio,6,Gauche,Croyant non pratiquant,<1h/j,Jamais,Jamais
57,Femme,701,Bac+5,Grande ville,Rarement,Occasionnel,2-4x/an,Bio,2,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
52,Homme,2130,Aucun,Banlieue,3x+/sem,Régulier,1x/an,Industriel,4,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
30,Homme,1582,Bac,Grande ville,1-2x/sem,Occasionnel,1x/mois ou +,Industriel,9,Gauche,Agnostique,1-3h/j,1x/mois,1x/an
60,Femme,2678,Doctorat,Grande ville,3x+/sem,Occasionnel,2-4x/an,Végétarien,8,Apolitique,Athée,<1h/j,1x/mois,1x/an
44,Femme,1577,Bac+5,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Bio,8,Apolitique,Croyant non pratiquant,1-3h/j,2x+/sem,1x/an
25,Homme,1618,Bac,Grande ville,Rarement,Occasionnel,Jamais,Industriel,5,Gauche,Croyant non pratiquant,1-3h/j,2x+/sem,2-3x/an
58,Homme,2283,Bac,Grande ville,1-2x/sem,Occasionnel,1x/mois ou +,Équilibré,3,Apolitique,Pratiquant,1-3h/j,1x/mois,Jamais
59,Femme,3376,Bac+2,Grande ville,3x+/sem,Occasionnel,2-4x/an,Équilibré,6,Gauche,Pratiquant,1-3h/j,1x/mois,2-3x/an
46,Femme,1129,Bac,Campagne,1-2x/sem,Jamais,1x/an,Bio,1,Droite,Agnostique,1-3h/j,Jamais,Jamais
33,Femme,2814,Bac,Banlieue,Rarement,Régulier,1x/mois ou +,Industriel,4,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,4x+/an
60,Femme,2699,Doctorat,Grande ville,1-2x/sem,Jamais,1x/an,Équilibré,10,Apolitique,Agnostique,1-3h/j,1x/sem,Jamais
63,Femme,1823,Bac+2,Banlieue,1-2x/sem,Occasionnel,1x/an,Bio,9,Gauche,Agnostique,<1h/j,Jamais,1x/an
22,Homme,2540,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Végétarien,7,Apolitique,Agnostique,3h+/j,2x+/sem,1x/an
54,Homme,1772,Bac+5,Grande ville,Jamais,Occasionnel,2-4x/an,Bio,7,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
57,Femme,3897,Aucun,Ville moyenne,3x+/sem,Régulier,Jamais,Industriel,9,Apolitique,Pratiquant,<1h/j,Jamais,1x/an
57,Homme,1910,Bac+2,Grande ville,3x+/sem,Jamais,2-4x/an,Bio,6,Apolitique,Croyant non pratiquant,1-3h/j,2x+/sem,Jamais
59,Homme,2064,Doctorat,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Bio,10,Centre,Croyant non pratiquant,Jamais,1x/mois,1x/an
27,Homme,1739,Doctorat,Campagne,1-2x/sem,Occasionnel,2-4x/an,Industriel,5,Droite,Croyant non pratiquant,1-3h/j,1x/sem,4x+/an
32,Homme,645,Bac+2,Grande ville,3x+/sem,Occasionnel,2-4x/an,Bio,8,Gauche,Athée,1-3h/j,1x/sem,1x/an
38,Homme,1789,Bac+5,Ville moyenne,1-2x/sem,Régulier,1x/an,Bio,5,Centre,Pratiquant,<1h/j,1x/mois,4x+/an
51,Femme,2185,Bac+2,Ville moyenne,Rarement,Jamais,1x/an,Industriel,10,Gauche,Pratiquant,1-3h/j,1x/mois,1x/an
39,Homme,3200,Doctorat,Banlieue,3x+/sem,Occasionnel,Jamais,Équilibré,8,Gauche,Agnostique,Jamais,1x/sem,1x/an
39,Femme,2393,Bac+5,Ville moyenne,3x+/sem,Jamais,Jamais,Équilibré,3,Droite,Croyant non pratiquant,1-3h/j,2x+/sem,1x/an
26,Homme,1848,Bac+5,Campagne,1-2x/sem,Jamais,1x/mois ou +,Industriel,5,Gauche,Athée,1-3h/j,Jamais,Jamais
43,Femme,2047,Bac,Ville moyenne,Rarement,Jamais,2-4x/an,Équilibré,6,Droite,Athée,<1h/j,1x/mois,1x/an
30,Homme,2261,Aucun,Ville moyenne,Rarement,Occasionnel,1x/an,Végétarien,10,Gauche,Athée,3h+/j,2x+/sem,Jamais
35,Homme,1696,Bac+2,Banlieue,1-2x/sem,Occasionnel,1x/mois ou +,Végétarien,10,Centre,Athée,<1h/j,1x/mois,1x/an
18,Femme,2545,Doctorat,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Bio,6,Gauche,Agnostique,Jamais,1x/sem,2-3x/an
40,Homme,3300,Doctorat,Grande ville,Rarement,Occasionnel,2-4x/an,Industriel,8,Centre,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
50,Femme,1709,Bac+2,Grande ville,Jamais,Occasionnel,2-4x/an,Équilibré,10,Gauche,Croyant non pratiquant,3h+/j,1x/mois,2-3x/an
64,Homme,2966,Bac,Campagne,Rarement,Occasionnel,2-4x/an,Bio,10,Gauche,Athée,3h+/j,1x/sem,1x/an
48,Homme,2701,Aucun,Grande ville,Jamais,Occasionnel,2-4x/an,Industriel,10,Droite,Athée,Jamais,Jamais,2-3x/an
38,Homme,2429,Bac+2,Grande ville,3x+/sem,Occasionnel,1x/an,Végétarien,8,Droite,Athée,<1h/j,2x+/sem,2-3x/an
40,Femme,2089,Bac,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,9,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
33,Femme,2270,Bac,Ville moyenne,3x+/sem,Régulier,Jamais,Bio,6,Apolitique,Pratiquant,<1h/j,Jamais,2-3x/an
44,Femme,1826,Bac+5,Grande ville,Rarement,Occasionnel,1x/mois ou +,Équilibré,10,Gauche,Agnostique,<1h/j,1x/sem,2-3x/an
54,Homme,3469,Aucun,Campagne,1-2x/sem,Jamais,2-4x/an,Équilibré,2,Centre,Athée,1-3h/j,1x/sem,1x/an
55,Homme,1425,Aucun,Campagne,1-2x/sem,Régulier,1x/mois ou +,Bio,5,Apolitique,Agnostique,<1h/j,Jamais,2-3x/an
69,Homme,2907,Bac+2,Grande ville,Jamais,Occasionnel,2-4x/an,Équilibré,6,Gauche,Pratiquant,<1h/j,1x/sem,2-3x/an
31,Femme,3239,Bac+2,Grande ville,Rarement,Régulier,2-4x/an,Équilibré,5,Centre,Agnostique,<1h/j,1x/mois,1x/an
54,Femme,1741,Aucun,Campagne,Rarement,Régulier,1x/an,Bio,1,Gauche,Athée,1-3h/j,Jamais,2-3x/an
64,Femme,2932,Bac+2,Grande ville,Jamais,Régulier,2-4x/an,Équilibré,7,Droite,Croyant non pratiquant,<1h/j,Jamais,4x+/an
24,Femme,2115,Bac+2,Banlieue,1-2x/sem,Régulier,2-4x/an,Équilibré,2,Droite,Croyant non pratiquant,1-3h/j,1x/mois,4x+/an
29,Homme,2049,Doctorat,Ville moyenne,1-2x/sem,Jamais,2-4x/an,Industriel,9,Apolitique,Croyant non pratiquant,<1h/j,2x+/sem,1x/an
45,Homme,1940,Aucun,Banlieue,1-2x/sem,Régulier,2-4x/an,Bio,6,Apolitique,Croyant non pratiquant,Jamais,2x+/sem,Jamais
20,Femme,709,Bac,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Végétarien,9,Droite,Athée,1-3h/j,1x/sem,Jamais
39,Femme,2438,Bac,Banlieue,Rarement,Occasionnel,2-4x/an,Industriel,2,Gauche,Agnostique,3h+/j,2x+/sem,4x+/an
68,Femme,3154,Bac,Banlieue,Rarement,Occasionnel,1x/an,Équilibré,7,Gauche,Athée,<1h/j,2x+/sem,1x/an
38,Femme,1436,Bac+5,Campagne,1-2x/sem,Régulier,2-4x/an,Équilibré,8,Gauche,Pratiquant,1-3h/j,Jamais,2-3x/an
46,Homme,2677,Doctorat,Banlieue,Rarement,Jamais,1x/an,Équilibré,5,Gauche,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
37,Homme,1931,Doctorat,Grande ville,1-2x/sem,Occasionnel,1x/an,Bio,10,Droite,Athée,1-3h/j,2x+/sem,1x/an
20,Femme,1125,Bac+2,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Végétarien,5,Droite,Croyant non pratiquant,<1h/j,2x+/sem,1x/an
44,Homme,2798,Aucun,Campagne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,10,Centre,Croyant non pratiquant,<1h/j,1x/sem,1x/an
38,Homme,3348,Bac+2,Grande ville,Jamais,Jamais,1x/mois ou +,Équilibré,5,Droite,Pratiquant,1-3h/j,1x/mois,2-3x/an
58,Homme,1364,Bac+2,Campagne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,5,Centre,Agnostique,Jamais,1x/mois,1x/an
50,Homme,2172,Aucun,Ville moyenne,Jamais,Jamais,1x/an,Industriel,10,Gauche,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
47,Homme,848,Bac+5,Campagne,3x+/sem,Régulier,Jamais,Végétarien,10,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,Jamais
65,Femme,1966,Bac+2,Banlieue,Rarement,Occasionnel,1x/an,Industriel,8,Apolitique,Croyant non pratiquant,1-3h/j,Jamais,4x+/an
56,Femme,2388,Bac+2,Grande ville,1-2x/sem,Régulier,1x/an,Industriel,6,Centre,Agnostique,3h+/j,1x/mois,Jamais
58,Homme,3402,Bac+5,Campagne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,2,Droite,Athée,1-3h/j,1x/mois,Jamais
26,Femme,3246,Bac+5,Banlieue,Rarement,Régulier,2-4x/an,Industriel,2,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
65,Homme,3313,Doctorat,Campagne,Jamais,Occasionnel,2-4x/an,Industriel,10,Droite,Pratiquant,1-3h/j,1x/mois,1x/an
55,Femme,1578,Bac,Grande ville,3x+/sem,Régulier,1x/an,Équilibré,5,Apolitique,Pratiquant,3h+/j,1x/sem,1x/an
40,Femme,1803,Bac,Campagne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,4,Gauche,Athée,1-3h/j,2x+/sem,1x/an
40,Femme,668,Bac,Grande ville,1-2x/sem,Régulier,2-4x/an,Équilibré,9,Centre,Athée,3h+/j,1x/mois,2-3x/an
18,Femme,1427,Doctorat,Grande ville,Rarement,Occasionnel,1x/an,Équilibré,1,Gauche,Croyant non pratiquant,3h+/j,1x/mois,1x/an
38,Femme,838,Aucun,Grande ville,1-2x/sem,Occasionnel,1x/an,Équilibré,4,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,Jamais
49,Homme,2292,Doctorat,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Industriel,8,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
62,Homme,1442,Bac+2,Grande ville,1-2x/sem,Régulier,2-4x/an,Équilibré,1,Droite,Athée,1-3h/j,1x/sem,1x/an
43,Femme,1118,Aucun,Banlieue,Rarement,Occasionnel,1x/an,Bio,8,Gauche,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
50,Femme,1715,Bac+5,Ville moyenne,Rarement,Occasionnel,2-4x/an,Équilibré,7,Gauche,Athée,1-3h/j,1x/mois,2-3x/an
26,Homme,1052,Bac+5,Grande ville,Rarement,Régulier,1x/an,Bio,1,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
34,Femme,2247,Bac,Campagne,3x+/sem,Jamais,1x/mois ou +,Bio,2,Droite,Pratiquant,1-3h/j,2x+/sem,4x+/an
23,Homme,2227,Bac,Grande ville,Rarement,Occasionnel,1x/an,Végétarien,10,Centre,Athée,<1h/j,1x/mois,2-3x/an
63,Homme,1747,Bac+5,Grande ville,3x+/sem,Régulier,1x/mois ou +,Équilibré,8,Centre,Agnostique,1-3h/j,1x/sem,2-3x/an
24,Homme,1415,Bac+5,Campagne,Rarement,Régulier,1x/an,Équilibré,4,Apolitique,Agnostique,1-3h/j,1x/mois,1x/an
24,Homme,928,Bac,Ville moyenne,1-2x/sem,Régulier,2-4x/an,Végétarien,7,Gauche,Croyant non pratiquant,<1h/j,1x/mois,1x/an
54,Homme,2444,Bac+5,Grande ville,Rarement,Occasionnel,2-4x/an,Bio,1,Gauche,Athée,1-3h/j,1x/mois,2-3x/an
22,Femme,2182,Bac,Campagne,1-2x/sem,Jamais,2-4x/an,Industriel,6,Apolitique,Agnostique,3h+/j,Jamais,2-3x/an
50,Homme,2371,Bac+2,Grande ville,Jamais,Occasionnel,2-4x/an,Végétarien,2,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,1x/an
67,Homme,1754,Doctorat,Grande ville,Rarement,Régulier,1x/mois ou +,Industriel,6,Apolitique,Athée,1-3h/j,1x/mois,1x/an
27,Femme,1825,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Végétarien,5,Apolitique,Pratiquant,1-3h/j,1x/sem,Jamais
34,Femme,3153,Bac+2,Ville moyenne,Jamais,Occasionnel,1x/an,Équilibré,8,Gauche,Athée,3h+/j,Jamais,4x+/an
57,Homme,1519,Bac+5,Ville moyenne,Jamais,Occasionnel,2-4x/an,Équilibré,2,Apolitique,Agnostique,1-3h/j,1x/mois,2-3x/an
45,Homme,1749,Bac,Ville moyenne,Jamais,Occasionnel,2-4x/an,Bio,6,Droite,Agnostique,Jamais,Jamais,1x/an
64,Femme,2595,Bac+2,Banlieue,1-2x/sem,Régulier,1x/an,Équilibré,3,Apolitique,Pratiquant,1-3h/j,1x/sem,2-3x/an
63,Femme,2242,Doctorat,Banlieue,Rarement,Occasionnel,1x/an,Bio,9,Gauche,Croyant non pratiquant,1-3h/j,2x+/sem,1x/an
39,Femme,500,Bac+5,Grande ville,Rarement,Occasionnel,2-4x/an,Bio,6,Gauche,Agnostique,1-3h/j,1x/sem,4x+/an
38,Femme,649,Bac+5,Grande ville,Jamais,Régulier,1x/an,Équilibré,4,Apolitique,Pratiquant,Jamais,1x/sem,Jamais
64,Homme,1471,Doctorat,Grande ville,Rarement,Occasionnel,2-4x/an,Industriel,10,Centre,Athée,1-3h/j,1x/mois,1x/an
49,Homme,2728,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Industriel,3,Centre,Croyant non pratiquant,3h+/j,1x/sem,1x/an
49,Femme,2537,Bac+5,Ville moyenne,Rarement,Régulier,2-4x/an,Industriel,7,Gauche,Agnostique,<1h/j,2x+/sem,Jamais
68,Homme,2415,Doctorat,Grande ville,3x+/sem,Régulier,2-4x/an,Bio,10,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,1x/an
53,Homme,2502,Bac+5,Banlieue,Rarement,Jamais,1x/an,Bio,2,Droite,Agnostique,1-3h/j,Jamais,2-3x/an
48,Femme,1224,Bac+5,Ville moyenne,Rarement,Occasionnel,2-4x/an,Équilibré,3,Gauche,Agnostique,1-3h/j,Jamais,Jamais
23,Homme,2480,Bac,Banlieue,1-2x/sem,Régulier,1x/mois ou +,Industriel,2,Droite,Athée,1-3h/j,1x/mois,1x/an
38,Homme,1262,Bac+2,Grande ville,Rarement,Régulier,2-4x/an,Industriel,4,Gauche,Agnostique,1-3h/j,Jamais,Jamais
52,Femme,2757,Bac+5,Ville moyenne,Rarement,Occasionnel,2-4x/an,Bio,4,Apolitique,Pratiquant,3h+/j,Jamais,Jamais
31,Femme,1591,Bac,Banlieue,Rarement,Occasionnel,1x/mois ou +,Équilibré,8,Gauche,Croyant non pratiquant,1-3h/j,Jamais,1x/an
40,Homme,2225,Bac,Grande ville,Jamais,Régulier,1x/an,Équilibré,1,Centre,Pratiquant,1-3h/j,1x/sem,2-3x/an
59,Femme,500,Aucun,Grande ville,Rarement,Régulier,2-4x/an,Bio,5,Apolitique,Pratiquant,1-3h/j,1x/sem,Jamais
41,Homme,920,Bac+5,Ville moyenne,3x+/sem,Occasionnel,2-4x/an,Industriel,2,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
47,Homme,2872,Aucun,Campagne,3x+/sem,Occasionnel,1x/an,Équilibré,8,Apolitique,Athée,1-3h/j,2x+/sem,1x/an
27,Homme,2553,Bac+2,Grande ville,3x+/sem,Occasionnel,2-4x/an,Bio,8,Centre,Croyant non pratiquant,<1h/j,1x/mois,4x+/an
22,Femme,1025,Bac+5,Campagne,Rarement,Régulier,1x/an,Équilibré,6,Droite,Athée,1-3h/j,1x/mois,1x/an
59,Homme,3028,Bac+5,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,8,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
47,Homme,1127,Bac+5,Grande ville,3x+/sem,Occasionnel,Jamais,Bio,7,Droite,Agnostique,3h+/j,1x/sem,2-3x/an
24,Homme,2015,Bac+5,Ville moyenne,Rarement,Occasionnel,2-4x/an,Équilibré,7,Gauche,Agnostique,3h+/j,1x/sem,Jamais
23,Femme,1615,Bac+5,Grande ville,Rarement,Jamais,1x/mois ou +,Bio,5,Gauche,Agnostique,Jamais,1x/sem,4x+/an
25,Homme,1261,Aucun,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Industriel,6,Centre,Athée,<1h/j,2x+/sem,2-3x/an
69,Homme,2934,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/mois ou +,Végétarien,7,Droite,Athée,1-3h/j,Jamais,2-3x/an
43,Homme,3347,Aucun,Banlieue,Jamais,Occasionnel,Jamais,Équilibré,6,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
35,Homme,2142,Bac+2,Grande ville,3x+/sem,Régulier,1x/an,Industriel,1,Centre,Croyant non pratiquant,3h+/j,1x/sem,Jamais
53,Femme,3220,Bac,Banlieue,Rarement,Occasionnel,1x/an,Industriel,7,Gauche,Pratiquant,<1h/j,2x+/sem,1x/an
43,Homme,1775,Bac+2,Campagne,Rarement,Occasionnel,2-4x/an,Bio,7,Apolitique,Athée,Jamais,1x/sem,1x/an
53,Femme,2086,Bac,Banlieue,1-2x/sem,Jamais,1x/mois ou +,Bio,9,Apolitique,Croyant non pratiquant,3h+/j,Jamais,Jamais
58,Homme,2105,Bac+5,Campagne,Rarement,Régulier,1x/an,Équilibré,9,Centre,Croyant non pratiquant,1-3h/j,1x/mois,4x+/an
21,Homme,1074,Bac,Grande ville,1-2x/sem,Régulier,2-4x/an,Bio,8,Centre,Croyant non pratiquant,Jamais,1x/sem,2-3x/an
30,Femme,2399,Bac,Ville moyenne,3x+/sem,Occasionnel,1x/an,Équilibré,5,Apolitique,Croyant non pratiquant,3h+/j,Jamais,2-3x/an
41,Homme,2567,Aucun,Campagne,Rarement,Régulier,1x/an,Bio,1,Gauche,Croyant non pratiquant,1-3h/j,Jamais,2-3x/an
48,Femme,1861,Bac,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Équilibré,4,Apolitique,Agnostique,1-3h/j,2x+/sem,2-3x/an
39,Homme,646,Aucun,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Bio,1,Apolitique,Croyant non pratiquant,3h+/j,Jamais,1x/an
57,Femme,2294,Bac+2,Ville moyenne,Rarement,Jamais,1x/an,Végétarien,3,Centre,Athée,3h+/j,Jamais,Jamais
35,Homme,787,Aucun,Grande ville,Rarement,Régulier,1x/mois ou +,Végétarien,10,Gauche,Athée,1-3h/j,1x/sem,2-3x/an
51,Femme,1350,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/an,Industriel,4,Centre,Agnostique,1-3h/j,1x/mois,1x/an
40,Homme,2105,Bac+2,Grande ville,3x+/sem,Régulier,2-4x/an,Équilibré,10,Droite,Croyant non pratiquant,<1h/j,2x+/sem,1x/an
56,Femme,1384,Doctorat,Ville moyenne,Rarement,Régulier,Jamais,Industriel,1,Gauche,Pratiquant,Jamais,1x/mois,2-3x/an
64,Femme,2202,Bac+2,Campagne,1-2x/sem,Occasionnel,Jamais,Équilibré,6,Droite,Pratiquant,1-3h/j,1x/mois,1x/an
54,Femme,1819,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Bio,8,Gauche,Athée,Jamais,1x/mois,1x/an
64,Homme,695,Aucun,Campagne,1-2x/sem,Jamais,2-4x/an,Équilibré,5,Gauche,Athée,Jamais,1x/sem,2-3x/an
18,Femme,2134,Bac+2,Campagne,1-2x/sem,Régulier,2-4x/an,Végétarien,4,Apolitique,Athée,1-3h/j,2x+/sem,Jamais
59,Homme,2469,Bac+2,Banlieue,1-2x/sem,Régulier,1x/mois ou +,Bio,7,Gauche,Athée,1-3h/j,Jamais,Jamais
37,Homme,2809,Bac,Banlieue,1-2x/sem,Occasionnel,1x/an,Bio,10,Apolitique,Croyant non pratiquant,3h+/j,Jamais,Jamais
64,Femme,1706,Bac+5,Ville moyenne,3x+/sem,Occasionnel,1x/an,Industriel,3,Droite,Athée,<1h/j,Jamais,1x/an
42,Homme,1950,Bac+2,Ville moyenne,Rarement,Jamais,2-4x/an,Végétarien,6,Gauche,Pratiquant,Jamais,1x/mois,4x+/an
23,Homme,803,Bac,Ville moyenne,3x+/sem,Régulier,1x/an,Industriel,1,Apolitique,Athée,1-3h/j,1x/mois,4x+/an
69,Homme,3571,Bac+5,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Bio,1,Gauche,Agnostique,<1h/j,1x/sem,4x+/an
47,Femme,3204,Bac+5,Banlieue,1-2x/sem,Régulier,2-4x/an,Bio,5,Gauche,Athée,1-3h/j,1x/mois,2-3x/an
37,Homme,1974,Bac,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Industriel,10,Gauche,Croyant non pratiquant,Jamais,1x/mois,1x/an
26,Homme,1900,Bac+5,Campagne,Jamais,Occasionnel,2-4x/an,Équilibré,6,Centre,Pratiquant,3h+/j,1x/sem,2-3x/an
65,Femme,500,Bac+5,Ville moyenne,1-2x/sem,Régulier,1x/mois ou +,Industriel,9,Droite,Athée,1-3h/j,2x+/sem,2-3x/an
66,Femme,2828,Bac,Ville moyenne,Rarement,Régulier,1x/an,Industriel,8,Centre,Agnostique,Jamais,1x/sem,1x/an
35,Homme,2450,Bac+2,Grande ville,Rarement,Occasionnel,1x/an,Bio,3,Droite,Athée,1-3h/j,Jamais,2-3x/an
