Sexe,Âge,Statut_SocioEco,Type_Bac,Mention_Bac,Boursier,Note_Math,Note_Français,Note_Statistiques,Note_Programmation,Note_Anglais,Absences,Engagement_Associatif,Motivation,Stress,Temps_Travail_Perso_hebdo,Diplôme_Obtenu
Homme,24,Moyen,Général,Bien,Oui,12.3,14.2,12.2,10.9,15.6,4,Actif,5.9,6.4,15.7,Oui
Femme,23,Moyen,Général,Assez Bien,Non,11.4,12.0,8.3,12.0,14.3,8,Aucun,9.1,6.2,3.7,Oui
Homme,20,Faible,Général,Bien,Non,13.7,4.6,14.3,12.7,13.2,6,Actif,4.0,3.2,3.2,Oui
Femme,20,Élevé,Technologique,Aucune,Non,11.8,10.4,7.6,9.9,13.9,5,Aucun,8.7,6.9,5.3,Oui
Homme,20,Moyen,Général,Bien,Oui,11.0,10.4,10.2,19.9,12.9,6,Aucun,5.5,1.8,5.2,Oui
Homme,26,Faible,Général,Bien,Oui,8.9,9.6,8.8,10.2,14.0,4,Actif,3.9,3.9,10.1,Non
Homme,21,Moyen,Général,Bien,Non,11.7,12.3,7.5,10.2,12.3,5,Actif,9.8,1.0,6.3,Oui
Femme,22,Moyen,Général,Passable,Non,13.7,11.0,12.7,8.2,13.5,14,Actif,8.7,9.4,1.8,Non
Homme,23,Faible,Professionnel,Assez Bien,Non,8.1,9.9,12.1,11.4,10.0,4,Actif,6.9,4.9,11.6,Non
Homme,21,Faible,Général,Assez Bien,Oui,11.8,9.4,14.1,13.2,11.6,6,Aucun,6.6,10.0,1.0,Oui
Femme,20,Élevé,Général,Très Bien,Non,12.2,10.2,5.2,15.2,11.6,2,Occasionnel,7.4,7.5,3.7,Oui
Femme,20,Moyen,Technologique,Très Bien,Non,9.3,14.8,13.7,5.8,12.3,5,Aucun,6.9,6.6,1.5,Oui
Homme,20,Moyen,Général,Assez Bien,Oui,9.7,10.3,18.0,10.1,11.1,5,Aucun,4.9,4.0,8.8,Oui
Homme,20,Moyen,Professionnel,Passable,Oui,12.2,10.7,9.1,12.6,11.9,4,Aucun,5.7,2.9,8.7,Oui
Femme,22,Faible,Général,Passable,Non,8.1,10.9,16.2,13.1,10.0,3,Occasionnel,10.0,6.8,15.7,Oui
Femme,21,Faible,Général,Très Bien,Non,12.5,12.8,9.7,11.0,14.1,6,Occasionnel,10.0,5.3,11.7,Oui
Femme,22,Moyen,Général,Assez Bien,Non,8.8,13.1,6.4,12.9,12.8,5,Actif,9.6,2.2,13.8,Oui
Femme,20,Faible,Général,Aucune,Non,14.7,4.4,9.6,8.2,9.6,7,Occasionnel,7.5,1.7,9.2,Non
Femme,21,Faible,Technologique,Assez Bien,Non,18.5,14.6,13.6,16.5,11.3,8,Aucun,5.8,3.1,4.1,Oui
Homme,16,Élevé,Technologique,Passable,Non,8.9,15.6,8.0,14.5,13.7,6,Occasionnel,4.9,10.0,8.5,Oui
Femme,23,Élevé,Général,Bien,Oui,13.1,9.4,8.7,6.3,11.9,5,Aucun,5.0,10.0,10.4,Non
Homme,21,Moyen,Général,Aucune,Oui,9.3,9.6,12.3,7.2,11.6,8,Aucun,5.4,6.0,10.8,Oui
Homme,23,Élevé,Technologique,Passable,Non,14.6,10.9,10.5,7.3,12.9,9,Actif,10.0,5.9,6.1,Oui
Homme,13,Faible,Professionnel,Aucune,Non,7.7,10.1,12.3,13.4,13.7,3,Occasionnel,10.0,4.7,10.0,Oui
Femme,26,Élevé,Général,Passable,Non,12.9,12.6,11.2,6.5,10.1,5,Actif,8.0,3.2,4.3,Oui
Homme,20,Faible,Général,Assez Bien,Non,8.9,7.1,11.9,9.8,14.1,2,Occasionnel,4.6,8.9,3.8,Non
Homme,23,Élevé,Général,Aucune,Oui,10.9,9.2,9.2,12.6,11.4,6,Occasionnel,8.3,10.0,3.5,Oui
Femme,18,Élevé,Professionnel,Bien,Non,8.4,15.8,11.2,10.8,13.0,9,Occasionnel,6.0,3.3,8.1,Non
Homme,22,Moyen,Général,Bien,Oui,14.0,9.7,7.7,11.9,12.9,5,Aucun,2.2,5.3,3.3,Oui
Homme,18,Élevé,Général,Passable,Oui,9.0,15.1,14.4,7.3,11.9,7,Aucun,7.1,4.4,6.3,Oui
Femme,19,Moyen,Technologique,Passable,Non,13.2,12.9,8.6,13.1,11.0,7,Aucun,4.8,4.4,11.6,Oui
Homme,25,Faible,Général,Aucune,Non,10.5,7.5,13.9,8.9,12.4,3,Aucun,4.9,8.5,3.9,Oui
Homme,20,Moyen,Général,Bien,Non,11.2,13.6,9.8,9.9,16.3,5,Aucun,6.0,2.2,6.0,Oui
Homme,21,Moyen,Général,Passable,Oui,11.9,11.7,11.1,11.8,10.3,5,Actif,5.5,6.7,8.3,Oui
Femme,23,Faible,Général,Passable,Non,9.2,10.9,9.0,11.4,16.4,4,Occasionnel,6.4,7.3,9.0,Oui
Femme,22,Moyen,Général,Très Bien,Oui,12.1,12.6,7.5,11.1,12.5,5,Occasionnel,6.3,5.1,6.0,Oui
Femme,21,Élevé,Général,Assez Bien,Oui,16.1,13.2,5.3,8.4,13.1,4,Aucun,2.7,7.7,11.1,Oui
Homme,21,Faible,Général,Bien,Non,9.2,13.8,7.3,10.0,10.8,8,Aucun,9.5,5.9,10.4,Non
Homme,27,Moyen,Général,Bien,Non,15.0,14.9,9.5,11.0,11.5,7,Aucun,4.5,8.5,12.6,Oui
Femme,20,Élevé,Technologique,Aucune,Non,16.0,13.0,11.1,6.2,12.0,6,Occasionnel,4.6,1.7,7.7,Oui
Homme,21,Élevé,Technologique,Assez Bien,Oui,9.1,8.6,13.5,9.4,10.9,7,Aucun,5.8,4.6,5.9,Non
Homme,23,Élevé,Général,Passable,Non,7.1,10.8,9.2,12.4,12.6,10,Occasionnel,6.3,5.3,5.3,Non
Femme,23,Moyen,Général,Aucune,Oui,12.4,19.4,7.9,6.5,12.2,4,Occasionnel,9.4,1.0,9.2,Oui
Femme,23,Élevé,Général,Assez Bien,Non,9.9,13.8,6.2,15.0,16.7,9,Occasionnel,7.0,2.8,6.5,Non
Homme,22,Moyen,Général,Passable,Oui,17.1,17.9,11.9,15.4,10.7,9,Aucun,7.6,3.5,5.7,Oui
Homme,18,Faible,Général,Assez Bien,Oui,11.6,15.5,14.6,6.6,13.2,9,Occasionnel,7.0,7.9,6.2,Oui
Homme,25,Moyen,Technologique,Passable,Non,9.1,12.6,14.3,15.8,13.5,3,Occasionnel,7.0,3.7,5.3,Non
Femme,18,Moyen,Général,Bien,Non,8.1,12.8,12.6,10.5,10.9,3,Occasionnel,7.1,3.5,8.8,Oui
Femme,21,Faible,Général,Aucune,Oui,14.8,11.9,12.4,12.5,14.4,8,Aucun,2.6,7.5,2.3,Non
Femme,19,Moyen,Général,Bien,Oui,9.8,7.7,15.6,9.3,12.2,6,Aucun,6.0,1.5,9.2,Oui
Femme,20,Moyen,Technologique,Bien,Non,11.6,12.0,11.5,14.2,8.0,9,Aucun,8.8,1.0,10.7,Oui
Homme,21,Faible,Général,Passable,Oui,14.4,15.0,12.4,12.4,14.3,2,Actif,10.0,4.6,5.7,Oui
Femme,21,Moyen,Technologique,Assez Bien,Oui,10.0,10.5,9.5,8.2,10.8,6,Aucun,4.1,1.9,15.7,Non
Femme,22,Moyen,Général,Assez Bien,Oui,11.4,13.0,6.4,6.9,10.9,2,Actif,7.3,2.0,8.1,Non
Femme,25,Moyen,Professionnel,Assez Bien,Oui,11.5,14.1,8.4,5.9,14.4,9,Aucun,5.4,6.9,1.8,Oui
Femme,22,Faible,Professionnel,Passable,Non,13.5,9.7,10.5,11.7,12.3,6,Aucun,10.0,7.7,6.9,Oui
Femme,20,Faible,Général,Bien,Non,13.3,10.9,10.7,13.0,14.8,1,Occasionnel,3.8,7.5,8.3,Oui
Homme,23,Moyen,Général,Très Bien,Non,10.8,9.5,16.3,13.3,15.4,3,Aucun,7.7,8.3,9.8,Oui
Homme,23,Élevé,Général,Bien,Non,11.7,9.9,10.7,10.6,11.7,4,Actif,3.7,8.6,7.0,Oui
Femme,17,Faible,Général,Assez Bien,Non,10.4,8.8,14.0,7.0,14.6,4,Actif,5.9,1.0,4.0,Oui
Homme,22,Moyen,Technologique,Bien,Oui,7.1,9.7,9.2,8.6,11.5,6,Occasionnel,6.4,6.6,3.6,Non
Femme,22,Faible,Technologique,Assez Bien,Oui,12.3,15.5,9.6,15.0,17.5,8,Occasionnel,8.6,4.2,5.4,Oui
Femme,20,Moyen,Technologique,Assez Bien,Oui,17.2,9.7,6.5,9.3,11.6,5,Occasionnel,4.3,3.6,5.8,Oui
Homme,24,Élevé,Technologique,Très Bien,Oui,8.8,12.3,8.3,11.5,15.1,11,Actif,7.8,6.9,3.5,Oui
Homme,20,Moyen,Général,Assez Bien,Non,9.2,10.7,12.1,7.2,14.7,9,Aucun,6.5,1.2,5.1,Oui
Femme,21,Faible,Général,Passable,Non,8.9,14.9,10.5,12.2,13.6,5,Occasionnel,7.0,1.1,10.6,Non
Femme,20,Moyen,Technologique,Bien,Oui,13.7,15.3,13.3,9.4,11.7,4,Occasionnel,8.4,7.1,14.6,Oui
Femme,21,Faible,Général,Assez Bien,Non,12.8,14.2,11.0,14.7,12.7,3,Actif,3.9,6.7,11.0,Oui
Homme,18,Moyen,Technologique,Passable,Non,11.0,12.8,9.4,13.7,8.7,12,Actif,8.1,5.8,13.2,Oui
Femme,17,Moyen,Général,Assez Bien,Non,8.7,11.4,16.9,9.3,13.4,5,Actif,5.4,3.3,11.9,Non
Femme,24,Faible,Général,Passable,Non,11.8,9.0,10.2,10.6,13.7,12,Occasionnel,8.7,7.4,11.3,Oui
Femme,18,Faible,Professionnel,Assez Bien,Non,6.8,16.9,14.0,9.1,13.3,4,Aucun,7.2,7.2,6.6,Oui
Homme,18,Moyen,Général,Assez Bien,Non,11.9,10.1,9.3,6.0,7.1,5,Occasionnel,6.1,5.7,8.6,Oui
Femme,15,Élevé,Professionnel,Très Bien,Non,14.1,13.7,12.6,8.0,10.5,3,Occasionnel,5.3,2.6,6.3,Oui
Femme,19,Élevé,Professionnel,Passable,Non,7.7,14.6,13.3,11.7,11.5,3,Occasionnel,8.1,4.4,7.1,Oui
Homme,17,Faible,Technologique,Passable,Oui,6.9,10.6,11.1,12.1,13.6,5,Aucun,9.0,7.6,8.3,Oui
Femme,25,Moyen,Technologique,Très Bien,Oui,16.2,14.6,3.4,11.5,13.6,3,Occasionnel,5.4,8.8,10.9,Oui
Femme,23,Moyen,Général,Assez Bien,Non,9.7,13.9,10.6,9.9,12.7,8,Aucun,4.2,4.7,9.7,Oui
Homme,19,Moyen,Professionnel,Aucune,Oui,14.9,16.3,14.2,14.3,14.3,6,Actif,7.9,4.9,7.4,Oui
Femme,26,Moyen,Général,Assez Bien,Oui,11.0,10.8,12.1,11.2,10.9,4,Aucun,3.6,5.1,8.2,Oui
Homme,23,Élevé,Général,Assez Bien,Non,11.0,8.8,11.8,13.5,14.2,2,Occasionnel,3.9,6.2,9.7,Oui
Homme,20,Élevé,Technologique,Aucune,Oui,12.8,10.7,5.3,4.8,13.9,8,Aucun,4.4,4.0,10.7,Oui
Femme,14,Moyen,Général,Passable,Non,8.8,12.5,8.3,-2.7,13.8,7,Aucun,5.7,1.0,1.9,Non
Femme,26,Moyen,Général,Assez Bien,Non,11.9,12.1,11.7,12.0,12.6,3,Actif,3.8,8.5,3.7,Oui
Femme,17,Moyen,Général,Passable,Non,10.4,11.0,11.7,6.0,16.7,3,Aucun,2.6,10.0,12.4,Non
Femme,16,Faible,Général,Passable,Non,7.5,7.2,14.1,10.3,14.0,8,Aucun,4.2,4.0,7.8,Oui
Homme,23,Moyen,Professionnel,Assez Bien,Oui,12.5,13.2,10.1,9.9,11.1,5,Aucun,7.8,2.8,6.3,Oui
Femme,27,Moyen,Général,Assez Bien,Non,10.7,16.9,11.7,16.6,13.5,6,Occasionnel,4.0,5.2,6.9,Oui
Homme,24,Moyen,Professionnel,Assez Bien,Non,11.0,13.2,10.5,12.4,14.5,9,Occasionnel,5.8,5.0,6.9,Oui
Femme,22,Faible,Technologique,Aucune,Non,7.9,13.5,7.5,11.6,11.8,4,Aucun,10.0,8.0,10.2,Non
Femme,22,Faible,Technologique,Passable,Oui,16.3,13.4,3.7,13.9,15.2,5,Occasionnel,6.4,5.6,3.6,Oui
Femme,23,Élevé,Général,Très Bien,Oui,14.1,13.0,11.8,12.3,13.8,6,Aucun,7.2,3.5,8.1,Oui
Homme,22,Faible,Technologique,Passable,Non,14.4,14.3,11.0,9.4,8.3,7,Actif,4.6,2.2,9.0,Oui
Femme,21,Moyen,Général,Assez Bien,Oui,10.6,13.0,8.6,14.8,13.6,3,Actif,10.0,7.7,9.6,Oui
Femme,21,Faible,Technologique,Très Bien,Non,6.3,11.2,5.6,7.1,12.2,4,Actif,5.4,7.0,8.9,Non
Femme,20,Faible,Général,Assez Bien,Oui,17.4,10.0,12.4,12.1,14.1,4,Actif,6.0,8.2,10.1,Oui
Femme,19,Faible,Professionnel,Assez Bien,Oui,11.3,11.4,9.7,5.6,14.9,1,Aucun,9.1,3.1,5.7,Oui
Homme,20,Faible,Professionnel,Passable,Oui,9.3,12.8,12.2,11.7,13.4,5,Aucun,6.1,10.0,4.2,Oui
Femme,16,Élevé,Général,Bien,Oui,12.8,11.2,16.1,11.7,16.3,4,Occasionnel,6.6,1.1,17.8,Non
Homme,20,Faible,Général,Passable,Non,15.0,12.8,4.1,16.9,12.6,1,Aucun,5.9,7.3,6.8,Non
Homme,18,Élevé,Technologique,Assez Bien,Non,11.4,13.1,8.4,5.5,14.2,3,Aucun,6.0,1.0,7.3,Oui
Homme,18,Moyen,Général,Très Bien,Oui,15.3,14.1,9.9,8.9,14.6,7,Aucun,7.2,3.5,10.7,Non
Homme,21,Moyen,Professionnel,Aucune,Non,14.7,15.2,14.9,13.9,12.8,0,Aucun,7.6,9.4,14.4,Non
Homme,24,Moyen,Général,Assez Bien,Oui,8.3,12.2,5.6,12.2,14.6,9,Occasionnel,5.2,7.6,5.8,Oui
Homme,23,Moyen,Général,Bien,Non,9.5,8.7,16.3,11.6,11.8,5,Aucun,5.0,4.1,4.0,Oui
Femme,17,Moyen,Professionnel,Assez Bien,Oui,14.4,11.1,10.9,7.7,12.2,4,Aucun,5.3,4.2,3.0,Non
Homme,18,Faible,Technologique,Passable,Non,3.4,12.1,10.2,8.9,10.4,0,Occasionnel,3.7,5.8,14.4,Oui
Homme,23,Moyen,Technologique,Bien,Non,11.1,7.4,9.9,15.4,13.5,6,Aucun,3.3,6.8,3.8,Oui
Homme,18,Élevé,Général,Bien,Non,7.2,15.5,9.2,10.8,13.7,6,Actif,7.1,8.6,7.9,Oui
Femme,20,Élevé,Technologique,Bien,Non,10.1,12.4,13.6,12.3,15.4,2,Aucun,8.4,4.4,4.1,Oui
Femme,22,Élevé,Général,Bien,Non,10.6,13.0,7.3,10.6,14.6,3,Occasionnel,8.2,1.5,2.2,Oui
Homme,18,Moyen,Technologique,Passable,Non,10.4,15.4,11.5,6.9,12.4,5,Aucun,1.7,5.9,6.8,Oui
Femme,21,Moyen,Technologique,Assez Bien,Non,9.8,10.4,9.3,14.3,10.6,7,Aucun,6.0,4.4,4.2,Oui
Homme,17,Moyen,Général,Bien,Non,8.2,13.4,8.2,12.8,13.9,5,Aucun,4.3,2.2,5.2,Oui
Homme,19,Moyen,Général,Bien,Non,18.4,11.7,18.3,19.1,15.2,5,Occasionnel,6.8,6.2,16.0,Non
Femme,21,Faible,Général,Bien,Oui,17.1,11.5,11.8,7.4,14.5,6,Actif,5.7,5.0,9.7,Oui
Homme,17,Moyen,Technologique,Aucune,Non,8.0,10.1,12.3,13.9,15.2,3,Occasionnel,7.7,6.3,11.7,Oui
Femme,22,Faible,Général,Bien,Oui,16.2,16.2,13.9,6.4,12.6,5,Aucun,6.5,3.3,11.3,Oui
Femme,20,Moyen,Technologique,Aucune,Non,10.3,11.1,6.2,11.6,12.1,4,Aucun,2.7,6.7,7.6,Oui
Homme,22,Élevé,Général,Assez Bien,Non,11.9,13.7,15.8,14.4,11.5,3,Aucun,4.6,2.2,6.2,Non
Homme,21,Faible,Technologique,Bien,Non,11.3,7.3,3.0,3.7,12.9,7,Aucun,6.5,3.4,9.0,Non
Femme,24,Faible,Technologique,Passable,Oui,9.5,14.9,8.2,10.3,12.8,4,Aucun,6.7,4.9,8.7,Oui
Homme,21,Faible,Général,Assez Bien,Oui,14.5,14.6,9.1,9.0,13.4,7,Actif,3.7,9.9,5.7,Oui
Homme,19,Élevé,Général,Passable,Non,11.9,12.2,12.2,8.5,12.7,6,Occasionnel,3.4,7.5,8.5,Oui
Homme,21,Moyen,Général,Aucune,Non,10.1,11.4,11.2,12.3,12.7,4,Occasionnel,6.6,8.2,5.2,Oui
Femme,22,Moyen,Technologique,Très Bien,Oui,7.6,13.0,10.0,14.9,11.4,4,Occasionnel,3.7,9.0,7.3,Oui
Femme,21,Élevé,Technologique,Très Bien,Oui,8.8,17.7,10.5,10.5,14.9,3,Actif,3.2,10.0,6.7,Oui
Homme,21,Élevé,Général,Passable,Non,6.6,7.6,7.6,11.7,13.2,5,Aucun,5.6,5.6,2.9,Non
Femme,19,Moyen,Technologique,Bien,Non,11.5,14.0,6.0,11.4,12.7,4,Occasionnel,5.5,9.1,0.0,Non
Femme,19,Moyen,Général,Bien,Oui,7.9,9.7,12.7,11.0,11.5,10,Actif,4.7,8.0,4.2,Oui
Femme,17,Moyen,Général,Très Bien,Oui,10.7,12.0,12.6,7.2,10.3,8,Aucun,5.1,8.0,15.2,Oui
Femme,25,Moyen,Professionnel,Très Bien,Oui,15.6,11.4,15.3,14.9,15.6,2,Aucun,6.5,9.9,6.8,Oui
Femme,17,Faible,Général,Passable,Non,15.1,10.9,8.1,12.0,14.1,3,Actif,5.1,4.5,11.1,Oui
Homme,19,Élevé,Général,Bien,Oui,11.4,12.0,12.6,12.4,9.8,7,Occasionnel,6.6,4.3,0.0,Oui
Homme,19,Moyen,Général,Assez Bien,Oui,11.2,9.2,9.6,8.2,14.5,4,Aucun,5.7,6.3,4.0,Non
Homme,23,Faible,Général,Assez Bien,Oui,17.1,14.6,14.1,9.4,14.8,6,Occasionnel,6.8,5.0,2.6,Oui
Femme,20,Moyen,Général,Assez Bien,Oui,13.1,7.5,13.6,10.4,13.2,4,Aucun,8.3,6.3,7.2,Oui
Femme,24,Faible,Général,Très Bien,Non,10.5,13.3,11.1,5.6,16.2,5,Aucun,8.2,9.4,17.7,Oui
Homme,19,Faible,Technologique,Passable,Oui,7.2,11.2,9.5,5.1,13.4,5,Aucun,9.1,4.3,9.8,Oui
Femme,21,Moyen,Général,Très Bien,Oui,12.7,9.1,13.4,8.9,10.2,9,Aucun,8.2,4.7,14.8,Oui
Homme,18,Faible,Général,Passable,Non,14.0,12.5,12.4,12.8,13.7,4,Occasionnel,7.0,5.9,7.0,Oui
Homme,26,Moyen,Général,Passable,Oui,9.6,8.1,8.4,8.7,13.5,1,Occasionnel,5.6,4.9,13.5,Non
Homme,18,Moyen,Général,Assez Bien,Oui,12.4,12.1,6.5,7.4,11.8,4,Actif,5.7,1.0,16.3,Non
Femme,21,Faible,Technologique,Assez Bien,Non,10.4,8.4,9.6,8.1,14.1,6,Aucun,4.7,4.0,7.6,Non
Femme,22,Élevé,Professionnel,Assez Bien,Non,10.9,13.2,15.0,9.4,9.7,3,Actif,6.5,7.2,5.8,Oui
Homme,22,Faible,Général,Assez Bien,Non,4.0,9.7,13.9,9.8,15.0,4,Aucun,7.9,9.1,2.7,Non
Homme,20,Moyen,Professionnel,Passable,Non,10.8,10.9,7.2,18.6,11.2,10,Aucun,5.0,2.6,6.8,Oui
Homme,20,Moyen,Général,Passable,Non,14.4,12.7,7.0,14.7,11.0,9,Actif,6.4,2.6,8.3,Oui
Homme,21,Faible,Général,Bien,Oui,9.6,10.1,14.3,14.6,12.8,6,Aucun,5.1,5.6,16.1,Oui
Femme,20,Faible,Général,Assez Bien,Non,11.7,11.9,7.1,15.1,13.9,7,Aucun,6.9,1.0,2.8,Oui
Femme,23,Moyen,Général,Aucune,Non,9.2,8.2,12.0,7.5,13.3,0,Aucun,5.4,4.4,8.2,Oui
Homme,26,Élevé,Général,Aucune,Non,12.6,13.6,8.7,6.7,11.5,6,Aucun,5.0,1.2,0.7,Oui
Homme,19,Faible,Technologique,Assez Bien,Non,10.9,16.4,15.4,7.1,12.0,2,Occasionnel,5.1,8.9,6.3,Oui
Femme,17,Moyen,Général,Assez Bien,Oui,8.7,19.0,8.2,15.7,10.7,3,Actif,7.5,3.6,9.2,Oui
Femme,20,Moyen,Professionnel,Bien,Non,15.5,12.2,13.9,9.1,12.6,13,Occasionnel,6.3,9.6,10.1,Oui
Homme,27,Élevé,Général,Aucune,Non,14.3,14.0,11.1,6.6,15.2,5,Actif,5.6,8.3,10.4,Non
Homme,18,Moyen,Général,Bien,Non,9.7,7.5,11.3,9.5,13.0,2,Occasionnel,7.0,3.9,9.6,Non
Homme,25,Moyen,Technologique,Assez Bien,Oui,13.0,15.8,4.6,10.2,14.7,6,Actif,5.7,2.8,10.3,Non
Femme,25,Moyen,Général,Bien,Oui,13.1,13.9,3.9,11.9,15.9,6,Aucun,8.8,5.0,8.2,Oui
Femme,19,Moyen,Général,Bien,Oui,13.4,10.8,9.8,11.9,11.8,4,Actif,4.6,5.2,3.8,Oui
Femme,22,Élevé,Technologique,Assez Bien,Non,6.4,15.1,11.2,8.1,12.6,8,Aucun,6.1,6.4,0.6,Oui
Homme,25,Faible,Professionnel,Aucune,Oui,14.5,11.4,7.1,13.4,17.3,10,Actif,3.7,3.6,5.8,Oui
Homme,20,Moyen,Technologique,Très Bien,Oui,9.8,10.9,7.2,8.8,15.9,9,Aucun,5.8,7.4,7.5,Oui
Femme,20,Élevé,Technologique,Assez Bien,Non,10.4,13.2,12.2,10.5,9.7,4,Occasionnel,3.1,6.2,13.0,Oui
Femme,19,Élevé,Technologique,Très Bien,Oui,19.4,9.3,12.2,13.4,13.8,3,Occasionnel,8.0,4.6,7.6,Oui
Homme,18,Élevé,Professionnel,Bien,Non,12.4,14.6,10.1,8.8,13.0,6,Actif,8.0,3.7,7.2,Oui
Femme,19,Moyen,Général,Assez Bien,Oui,10.3,9.4,12.8,9.0,14.7,7,Occasionnel,8.1,5.0,9.5,Non
Femme,17,Moyen,Général,Assez Bien,Non,4.9,9.4,7.0,13.1,11.5,5,Aucun,6.6,3.5,6.9,Non
Homme,21,Moyen,Général,Bien,Non,15.7,9.7,9.4,8.0,11.3,4,Occasionnel,4.7,5.6,11.2,Oui
Femme,19,Moyen,Général,Bien,Non,7.5,13.9,15.4,9.7,11.6,6,Aucun,4.9,5.7,15.9,Non
Homme,21,Faible,Technologique,Très Bien,Non,8.5,10.5,10.7,12.9,11.9,5,Aucun,9.6,6.2,16.8,Oui
Homme,17,Moyen,Technologique,Bien,Oui,10.5,8.6,10.9,18.2,14.6,5,Aucun,9.4,9.9,8.4,Oui
Homme,21,Moyen,Général,Aucune,Oui,15.7,10.5,17.4,13.1,10.6,1,Aucun,6.7,5.2,9.3,Oui
Homme,23,Faible,Général,Aucune,Oui,13.8,11.9,6.3,12.7,11.8,6,Occasionnel,5.5,8.0,14.3,Oui
Homme,16,Moyen,Technologique,Bien,Non,11.0,9.0,12.9,12.9,9.4,4,Actif,9.2,6.1,7.4,Oui
Homme,21,Moyen,Général,Assez Bien,Non,12.4,9.1,15.5,7.2,15.0,4,Actif,5.1,4.9,10.7,Oui
Homme,24,Élevé,Technologique,Aucune,Non,9.7,17.3,9.5,11.4,15.5,2,Aucun,7.0,5.2,3.5,Oui
Femme,17,Faible,Général,Très Bien,Non,11.9,9.8,13.1,10.9,12.3,5,Aucun,9.2,5.4,6.8,Non
Homme,25,Faible,Général,Passable,Oui,11.7,11.2,7.6,12.1,12.4,4,Aucun,4.8,6.2,12.6,Oui
Homme,22,Moyen,Général,Aucune,Non,14.4,11.1,8.4,11.4,13.9,9,Aucun,8.2,3.1,5.1,Oui
Femme,19,Faible,Général,Très Bien,Non,14.4,10.9,11.7,12.3,15.9,4,Aucun,7.5,1.8,7.5,Oui
Femme,20,Moyen,Technologique,Bien,Oui,13.0,13.6,12.9,9.9,13.8,0,Aucun,6.4,7.1,1.7,Oui
Femme,22,Moyen,Professionnel,Aucune,Non,10.4,14.4,13.9,11.2,11.6,11,Occasionnel,4.5,7.7,16.0,Oui
Homme,21,Faible,Technologique,Assez Bien,Oui,13.7,11.2,15.2,6.7,9.8,8,Occasionnel,5.1,7.4,13.1,Oui
Femme,22,Moyen,Général,Très Bien,Non,11.2,8.9,10.3,9.9,10.8,7,Occasionnel,7.1,5.9,8.8,Non
Homme,18,Moyen,Général,Bien,Non,8.3,15.2,14.1,15.9,13.1,6,Aucun,3.7,7.4,10.0,Oui
Homme,21,Moyen,Technologique,Assez Bien,Oui,10.3,11.8,9.5,12.1,11.7,3,Occasionnel,6.8,7.3,9.6,Non
Homme,17,Élevé,Technologique,Passable,Oui,11.8,16.3,13.2,10.9,13.4,5,Actif,7.6,7.5,13.5,Oui
Homme,20,Élevé,Général,Passable,Oui,14.2,6.4,11.1,17.6,11.9,6,Aucun,8.5,3.4,5.9,Oui
Femme,18,Moyen,Général,Aucune,Non,10.9,12.5,11.8,6.2,10.9,3,Aucun,3.7,2.8,10.9,Non
Femme,19,Moyen,Technologique,Bien,Non,7.9,16.8,11.8,7.1,10.6,5,Aucun,9.1,4.5,12.3,Oui
Homme,24,Moyen,Général,Assez Bien,Oui,11.7,11.1,5.7,17.0,16.1,8,Aucun,9.9,5.5,12.9,Oui
Homme,23,Élevé,Général,Assez Bien,Non,11.8,11.4,7.1,11.2,14.8,6,Aucun,7.3,4.9,0.0,Oui
Homme,22,Moyen,Général,Assez Bien,Non,12.1,12.7,10.8,10.2,16.5,7,Aucun,4.4,1.0,5.6,Oui
Femme,18,Moyen,Général,Bien,Oui,14.3,10.6,5.4,6.8,14.1,4,Aucun,5.8,9.8,3.9,Oui
Homme,20,Élevé,Professionnel,Aucune,Oui,14.6,11.2,13.0,12.6,12.1,3,Aucun,6.4,4.8,8.6,Oui
Homme,24,Faible,Professionnel,Passable,Non,9.7,11.2,13.1,12.9,15.6,8,Occasionnel,7.0,5.9,0.0,Oui
Femme,21,Élevé,Général,Assez Bien,Non,9.7,10.4,11.5,7.2,12.9,1,Aucun,6.5,8.6,0.0,Non
Femme,26,Faible,Général,Assez Bien,Oui,8.4,15.1,7.1,10.5,13.4,5,Occasionnel,7.1,1.0,16.7,Oui
Homme,21,Moyen,Général,Bien,Oui,13.6,13.2,14.6,9.8,12.9,6,Aucun,6.3,4.2,10.5,Oui
Femme,21,Moyen,Général,Assez Bien,Oui,15.8,12.6,16.6,11.9,7.1,5,Aucun,7.0,4.5,8.5,Oui
Femme,20,Élevé,Général,Passable,Non,10.6,14.0,10.9,7.1,16.2,5,Actif,5.6,4.7,9.5,Oui
Homme,21,Élevé,Technologique,Assez Bien,Oui,10.8,11.3,12.0,15.4,14.0,5,Occasionnel,5.8,5.1,8.6,Oui
Femme,20,Moyen,Général,Aucune,Oui,15.9,10.1,11.1,14.2,13.7,5,Aucun,5.3,9.1,12.0,Non
Homme,22,Moyen,Général,Assez Bien,Non,13.0,10.5,12.1,9.7,12.9,6,Occasionnel,10.0,7.2,5.5,Oui
Femme,23,Moyen,Général,Assez Bien,Non,12.8,12.0,10.1,10.2,13.3,5,Occasionnel,9.4,7.9,8.7,Oui
Homme,19,Élevé,Général,Passable,Oui,7.9,9.4,10.4,10.5,11.8,5,Aucun,7.6,5.6,8.9,Non
Homme,17,Moyen,Général,Bien,Oui,13.5,10.7,13.2,8.3,14.2,8,Aucun,9.2,2.0,3.8,Oui
